"indicator","County","Year","subgroup1","subgroup_cat1","subgroup2","subgroup_cat2","aaRate10K","aaRate10Kpy","count","cRate10K","cRate10Kpy","dailyMean"
"Hospitalizations","New York State",2008,"Month",12,"Total",,2.03,23.945,3853,2.01,23.678,124.290
"Hospitalizations","New York State",2008,"Month",2,"Total",,2.07,26.185,4030,2.10,26.473,138.966
"Hospitalizations","New York State",2008,"Month",3,"Total",,1.93,22.845,3770,1.96,23.167,121.613
"Hospitalizations","New York State",2008,"Month",4,"Total",,1.64,19.955,3158,1.64,20.053,105.267
"Hospitalizations","New York State",2008,"Month",5,"Total",,1.94,22.938,3669,1.91,22.547,118.355
"Hospitalizations","New York State",2008,"Month",6,"Total",,1.31,16.004,2551,1.33,16.199,85.033
"Hospitalizations","New York State",2008,"Month",7,"Total",,1.07,12.629,2089,1.09,12.837,67.387
"Hospitalizations","New York State",2008,"Month",8,"Total",,1.14,13.406,2197,1.14,13.501,70.871
"Hospitalizations","New York State",2008,"Month",9,"Total",,1.95,23.760,3603,1.88,22.879,120.100
"Hospitalizations","New York State",2008,"Total",,"Total",,21.08,21.078,40304,20.98,20.978,110.120
"Hospitalizations","New York State","2008-2010","AgeGroup","0-4","Gender","F",,,7551,133.35,44.448,6.890
"Hospitalizations","New York State","2008-2010","AgeGroup","0-4","Gender","M",,,13579,229.18,76.393,12.390
"Hospitalizations","New York State","2008-2010","AgeGroup","0-4","Total",,,,21130,182.35,60.783,19.279
"Hospitalizations","New York State","2008-2010","AgeGroup","15-19","Gender","F",,,1895,28.22,9.406,1.729
"Hospitalizations","New York State","2008-2010","AgeGroup","15-19","Gender","M",,,1341,19.01,6.338,1.224
"Hospitalizations","New York State","2008-2010","AgeGroup","15-19","Total",,,,3236,23.50,7.834,2.953
"Hospitalizations","New York State","2008-2010","AgeGroup","20-24","Gender","F",,,2017,29.32,9.774,1.840
"Hospitalizations","New York State","2008-2010","AgeGroup","20-24","Gender","M",,,1071,15.28,5.093,0.977
"Hospitalizations","New York State","2008-2010","AgeGroup","20-24","Total",,,,3088,22.23,7.412,2.818
"Hospitalizations","New York State","2008-2010","AgeGroup","25-64","Gender","F",,,38086,71.17,23.722,34.750
"Hospitalizations","New York State","2008-2010","AgeGroup","25-64","Gender","M",,,16211,32.08,10.693,14.791
"Hospitalizations","New York State","2008-2010","AgeGroup","25-64","Total",,,,54298,52.18,17.394,49.542
"Hospitalizations","New York State","2008-2010","AgeGroup","5-14","Gender","F",,,6033,51.74,17.248,5.505
"Hospitalizations","New York State","2008-2010","AgeGroup","5-14","Gender","M",,,8978,73.75,24.583,8.192
"Hospitalizations","New York State","2008-2010","AgeGroup","5-14","Total",,,,15011,62.98,20.995,13.696
"Hospitalizations","New York State","2008-2010","AgeGroup","65+","Gender","F",,,18315,120.32,40.108,16.711
"Hospitalizations","New York State","2008-2010","AgeGroup","65+","Gender","M",,,7114,66.41,22.135,6.491
"Hospitalizations","New York State","2008-2010","AgeGroup","65+","Total",,,,25429,98.05,32.684,23.202
"Hospitalizations","New York State","2008-2010","Month",1,"Total",,5.84,22.934,11330,5.87,23.053,121.828
"Hospitalizations","New York State","2008-2010","Month",10,"Total",,6.54,25.674,12359,6.40,25.147,132.892
"Hospitalizations","New York State","2008-2010","Month",11,"Total",,5.76,23.376,10932,5.66,22.985,121.467
"Hospitalizations","New York State","2008-2010","Month",12,"Total",,5.70,22.400,11006,5.70,22.394,118.344
"Hospitalizations","New York State","2008-2010","Month",2,"Total",,5.55,23.849,10787,5.59,24.014,126.906
"Hospitalizations","New York State","2008-2010","Month",3,"Total",,5.59,21.954,10824,5.61,22.024,116.387
"Hospitalizations","New York State","2008-2010","Month",4,"Total",,5.21,21.144,10074,5.22,21.181,111.933
"Hospitalizations","New York State","2008-2010","Month",5,"Total",,5.62,22.070,10769,5.58,21.912,115.796
"Hospitalizations","New York State","2008-2010","Month",6,"Total",,4.20,17.051,8267,4.28,17.382,91.856
"Hospitalizations","New York State","2008-2010","Month",7,"Total",,3.28,12.894,6483,3.36,13.191,69.710
"Hospitalizations","New York State","2008-2010","Month",8,"Total",,3.78,14.857,7308,3.79,14.870,78.581
"Hospitalizations","New York State","2008-2010","Month",9,"Total",,6.48,26.310,12053,6.24,25.342,133.922
"Hospitalizations","New York State","2008-2010","Total",,"Total",,63.55,21.182,122192,63.29,21.097,111.489
"Hospitalizations","New York State",2009,"AgeGroup","0-4","Total",,,,7571,65.42,65.417,20.742
"Hospitalizations","New York State",2009,"AgeGroup","15-19","Total",,,,1218,8.82,8.821,3.337
"Hospitalizations","New York State",2009,"AgeGroup","20-24","Total",,,,1182,8.51,8.511,3.238
"Hospitalizations","New York State",2009,"AgeGroup","25-64","Total",,,,19218,18.47,18.472,52.652
"Hospitalizations","New York State",2009,"AgeGroup","5-14","Total",,,,5602,23.50,23.497,15.348
"Hospitalizations","New York State",2009,"AgeGroup","65+","Total",,,,8475,32.69,32.694,23.219
"Hospitalizations","New York State",2009,"Month",1,"Total",,1.98,23.313,3851,1.99,23.485,124.226
"Hospitalizations","New York State",2009,"Month",10,"Total",,2.37,27.934,4460,2.31,27.199,143.871
"Hospitalizations","New York State",2009,"Month",11,"Total",,2.08,25.292,3941,2.04,24.835,131.367
"Hospitalizations","New York State",2009,"Month",12,"Total",,1.82,21.468,3514,1.82,21.430,113.355
"Hospitalizations","New York State",2009,"Month",2,"Total",,1.73,22.564,3382,1.75,22.835,120.786
"Hospitalizations","New York State",2009,"Month",3,"Total",,1.84,21.656,3532,1.83,21.539,113.935
"Hospitalizations","New York State",2009,"Month",4,"Total",,1.69,20.547,3272,1.69,20.619,109.067
"Hospitalizations","New York State",2009,"Month",5,"Total",,2.10,24.729,4017,2.08,24.497,129.581
"Hospitalizations","New York State",2009,"Month",6,"Total",,1.66,20.153,3275,1.70,20.638,109.167
"Hospitalizations","New York State",2009,"Month",7,"Total",,1.18,13.894,2326,1.20,14.185,75.032
"Hospitalizations","New York State",2009,"Month",8,"Total",,1.54,18.160,2910,1.51,17.746,93.871
"Hospitalizations","New York State",2009,"Month",9,"Total",,2.60,31.643,4786,2.48,30.160,159.533
"Hospitalizations","New York State",2009,"Total",,"Total",,22.59,22.594,43266,22.41,22.409,118.537
"Hospitalizations","New York State","2009-2011","AgeGroup","0-4","Gender","F",,,7234,127.34,42.447,6.606
"Hospitalizations","New York State","2009-2011","AgeGroup","0-4","Gender","M",,,12916,217.28,72.427,11.795
"Hospitalizations","New York State","2009-2011","AgeGroup","0-4","Total",,,,20150,173.33,57.777,18.402
"Hospitalizations","New York State","2009-2011","AgeGroup","15-19","Gender","F",,,1792,27.04,9.014,1.637
"Hospitalizations","New York State","2009-2011","AgeGroup","15-19","Gender","M",,,1339,19.28,6.427,1.223
"Hospitalizations","New York State","2009-2011","AgeGroup","15-19","Total",,,,3131,23.07,7.690,2.859
"Hospitalizations","New York State","2009-2011","AgeGroup","20-24","Gender","F",,,1956,27.98,9.326,1.786
"Hospitalizations","New York State","2009-2011","AgeGroup","20-24","Gender","M",,,1082,15.19,5.062,0.988
"Hospitalizations","New York State","2009-2011","AgeGroup","20-24","Total",,,,3038,21.52,7.174,2.774
"Hospitalizations","New York State","2009-2011","AgeGroup","25-64","Gender","F",,,37249,69.20,23.067,34.017
"Hospitalizations","New York State","2009-2011","AgeGroup","25-64","Gender","M",,,15800,31.05,10.351,14.429
"Hospitalizations","New York State","2009-2011","AgeGroup","25-64","Total",,,,53049,50.67,16.888,48.447
"Hospitalizations","New York State","2009-2011","AgeGroup","5-14","Gender","F",,,6035,52.08,17.359,5.511
"Hospitalizations","New York State","2009-2011","AgeGroup","5-14","Gender","M",,,8845,73.08,24.359,8.078
"Hospitalizations","New York State","2009-2011","AgeGroup","5-14","Total",,,,14880,62.80,20.935,13.589
"Hospitalizations","New York State","2009-2011","AgeGroup","65+","Gender","F",,,18310,118.91,39.637,16.721
"Hospitalizations","New York State","2009-2011","AgeGroup","65+","Gender","M",,,7155,65.57,21.856,6.534
"Hospitalizations","New York State","2009-2011","AgeGroup","65+","Total",,,,25465,96.79,32.262,23.256
"Hospitalizations","New York State","2009-2011","Month",1,"Total",,5.70,22.381,11209,5.78,22.674,120.527
"Hospitalizations","New York State","2009-2011","Month",10,"Total",,6.25,24.517,11891,6.13,24.054,127.860
"Hospitalizations","New York State","2009-2011","Month",11,"Total",,5.73,23.231,10927,5.63,22.840,121.411
"Hospitalizations","New York State","2009-2011","Month",12,"Total",,5.48,21.525,10674,5.50,21.592,114.774
"Hospitalizations","New York State","2009-2011","Month",2,"Total",,5.18,22.491,10122,5.22,22.669,120.500
"Hospitalizations","New York State","2009-2011","Month",3,"Total",,5.58,21.906,10825,5.58,21.897,116.398
"Hospitalizations","New York State","2009-2011","Month",4,"Total",,5.21,21.139,10167,5.24,21.252,112.967
"Hospitalizations","New York State","2009-2011","Month",5,"Total",,5.63,22.088,10884,5.61,22.017,117.032
"Hospitalizations","New York State","2009-2011","Month",6,"Total",,4.09,16.573,8138,4.19,17.011,90.422
"Hospitalizations","New York State","2009-2011","Month",7,"Total",,3.19,12.524,6384,3.29,12.914,68.645
"Hospitalizations","New York State","2009-2011","Month",8,"Total",,3.64,14.274,7101,3.66,14.364,76.355
"Hospitalizations","New York State","2009-2011","Month",9,"Total",,6.06,24.566,11391,5.87,23.810,126.567
"Hospitalizations","New York State","2009-2011","Total",,"Total",,61.73,20.577,119713,61.70,20.567,109.327
"Hospitalizations","New York State",2010,"AgeGroup","0-4","Total",,,,6498,56.03,56.029,17.803
"Hospitalizations","New York State",2010,"AgeGroup","15-19","Total",,,,948,6.97,6.975,2.597
"Hospitalizations","New York State",2010,"AgeGroup","20-24","Total",,,,912,6.45,6.449,2.499
"Hospitalizations","New York State",2010,"AgeGroup","25-64","Total",,,,17197,16.43,16.429,47.115
"Hospitalizations","New York State",2010,"AgeGroup","5-14","Total",,,,4615,19.47,19.472,12.644
"Hospitalizations","New York State",2010,"AgeGroup","65+","Total",,,,8452,32.15,32.151,23.156
"Hospitalizations","New York State",2010,"Month",1,"Total",,1.92,22.604,3740,1.93,22.699,120.645
"Hospitalizations","New York State",2010,"Month",10,"Total",,2.05,24.146,3910,2.02,23.731,126.129
"Hospitalizations","New York State",2010,"Month",11,"Total",,1.73,21.107,3335,1.72,20.916,111.167
"Hospitalizations","New York State",2010,"Month",12,"Total",,1.85,21.763,3639,1.88,22.086,117.387
"Hospitalizations","New York State",2010,"Month",2,"Total",,1.75,22.749,3375,1.74,22.678,120.536
"Hospitalizations","New York State",2010,"Month",3,"Total",,1.82,21.388,3522,1.82,21.376,113.613
"Hospitalizations","New York State",2010,"Month",4,"Total",,1.88,22.924,3644,1.88,22.853,121.467
"Hospitalizations","New York State",2010,"Month",5,"Total",,1.57,18.544,3083,1.59,18.711,99.452
"Hospitalizations","New York State",2010,"Month",6,"Total",,1.23,14.988,2441,1.26,15.309,81.367
"Hospitalizations","New York State",2010,"Month",7,"Total",,1.03,12.160,2068,1.07,12.551,66.710
"Hospitalizations","New York State",2010,"Month",8,"Total",,1.10,12.993,2201,1.13,13.358,71.000
"Hospitalizations","New York State",2010,"Month",9,"Total",,1.93,23.495,3664,1.89,22.979,122.133
"Hospitalizations","New York State",2010,"Total",,"Total",,19.87,19.874,38622,19.91,19.908,105.814
"Hospitalizations","New York State","2010-2012","AgeGroup","0-4","Gender","F",,,6601,115.67,38.556,6.023
"Hospitalizations","New York State","2010-2012","AgeGroup","0-4","Gender","M",,,12041,201.64,67.212,10.986
"Hospitalizations","New York State","2010-2012","AgeGroup","0-4","Total",,,,18642,159.63,53.209,17.009
"Hospitalizations","New York State","2010-2012","AgeGroup","15-19","Gender","F",,,1726,26.50,8.832,1.575
"Hospitalizations","New York State","2010-2012","AgeGroup","15-19","Gender","M",,,1186,17.43,5.809,1.082
"Hospitalizations","New York State","2010-2012","AgeGroup","15-19","Total",,,,2912,21.86,7.287,2.657
"Hospitalizations","New York State","2010-2012","AgeGroup","20-24","Gender","F",,,1835,25.98,8.659,1.674
"Hospitalizations","New York State","2010-2012","AgeGroup","20-24","Gender","M",,,964,13.36,4.455,0.880
"Hospitalizations","New York State","2010-2012","AgeGroup","20-24","Total",,,,2799,19.61,6.535,2.554
"Hospitalizations","New York State","2010-2012","AgeGroup","25-64","Gender","F",,,34950,64.68,21.560,31.889
"Hospitalizations","New York State","2010-2012","AgeGroup","25-64","Gender","M",,,15251,29.81,9.937,13.915
"Hospitalizations","New York State","2010-2012","AgeGroup","25-64","Total",,,,50201,47.72,15.908,45.804
"Hospitalizations","New York State","2010-2012","AgeGroup","5-14","Gender","F",,,5861,50.91,16.970,5.348
"Hospitalizations","New York State","2010-2012","AgeGroup","5-14","Gender","M",,,8430,70.07,23.358,7.692
"Hospitalizations","New York State","2010-2012","AgeGroup","5-14","Total",,,,14291,60.70,20.234,13.039
"Hospitalizations","New York State","2010-2012","AgeGroup","65+","Gender","F",,,18182,115.93,38.643,16.589
"Hospitalizations","New York State","2010-2012","AgeGroup","65+","Gender","M",,,6879,61.36,20.452,6.276
"Hospitalizations","New York State","2010-2012","AgeGroup","65+","Total",,,,25061,93.18,31.060,22.866
"Hospitalizations","New York State","2010-2012","Month",1,"Total",,5.28,20.732,10488,5.38,21.138,112.774
"Hospitalizations","New York State","2010-2012","Month",10,"Total",,5.99,23.528,11472,5.89,23.122,123.355
"Hospitalizations","New York State","2010-2012","Month",11,"Total",,5.27,21.405,10123,5.19,21.083,112.478
"Hospitalizations","New York State","2010-2012","Month",12,"Total",,5.66,22.249,11109,5.70,22.390,119.452
"Hospitalizations","New York State","2010-2012","Month",2,"Total",,4.87,20.917,9573,4.91,21.110,112.624
"Hospitalizations","New York State","2010-2012","Month",3,"Total",,5.49,21.572,10729,5.50,21.624,115.366
"Hospitalizations","New York State","2010-2012","Month",4,"Total",,5.24,21.282,10282,5.28,21.414,114.244
"Hospitalizations","New York State","2010-2012","Month",5,"Total",,5.18,20.359,10119,5.19,20.395,108.806
"Hospitalizations","New York State","2010-2012","Month",6,"Total",,3.58,14.523,7167,3.68,14.926,79.633
"Hospitalizations","New York State","2010-2012","Month",7,"Total",,3.02,11.857,6104,3.13,12.303,65.634
"Hospitalizations","New York State","2010-2012","Month",8,"Total",,3.29,12.922,6574,3.37,13.250,70.688
"Hospitalizations","New York State","2010-2012","Month",9,"Total",,5.34,21.669,10166,5.22,21.172,112.956
"Hospitalizations","New York State","2010-2012","Total",,"Total",,58.21,19.404,113906,58.44,19.480,103.929
"Hospitalizations","New York State",2011,"AgeGroup","0-4","Total",,,,6081,51.95,51.954,16.660
"Hospitalizations","New York State",2011,"AgeGroup","15-19","Total",,,,965,7.25,7.247,2.644
"Hospitalizations","New York State",2011,"AgeGroup","20-24","Total",,,,944,6.59,6.593,2.586
"Hospitalizations","New York State",2011,"AgeGroup","25-64","Total",,,,16634,15.78,15.782,45.573
"Hospitalizations","New York State",2011,"AgeGroup","5-14","Total",,,,4663,19.81,19.813,12.775
"Hospitalizations","New York State",2011,"AgeGroup","65+","Total",,,,8538,31.95,31.953,23.392
"Hospitalizations","New York State",2011,"Month",1,"Total",,1.80,21.223,3618,1.86,21.847,116.710
"Hospitalizations","New York State",2011,"Month",10,"Total",,1.82,21.485,3521,1.81,21.261,113.581
"Hospitalizations","New York State",2011,"Month",11,"Total",,1.92,23.310,3651,1.87,22.781,121.700
"Hospitalizations","New York State",2011,"Month",12,"Total",,1.81,21.351,3521,1.81,21.261,113.581
"Hospitalizations","New York State",2011,"Month",2,"Total",,1.70,22.154,3365,1.73,22.496,120.179
"Hospitalizations","New York State",2011,"Month",3,"Total",,1.92,22.659,3771,1.93,22.770,121.645
"Hospitalizations","New York State",2011,"Month",4,"Total",,1.64,19.946,3251,1.67,20.285,108.367
"Hospitalizations","New York State",2011,"Month",5,"Total",,1.95,22.978,3784,1.94,22.849,122.065
"Hospitalizations","New York State",2011,"Month",6,"Total",,1.20,14.591,2422,1.24,15.112,80.733
"Hospitalizations","New York State",2011,"Month",7,"Total",,0.98,11.530,1990,1.02,12.016,64.194
"Hospitalizations","New York State",2011,"Month",8,"Total",,0.99,11.676,1990,1.02,12.016,64.194
"Hospitalizations","New York State",2011,"Month",9,"Total",,1.53,18.561,2941,1.51,18.351,98.033
"Hospitalizations","New York State",2011,"Total",,"Total",,19.27,19.267,37825,19.40,19.398,103.630
"Hospitalizations","New York State","2011-2013","AgeGroup","0-4","Gender","F",,,6298,109.88,36.625,5.746
"Hospitalizations","New York State","2011-2013","AgeGroup","0-4","Gender","M",,,11466,191.07,63.691,10.462
"Hospitalizations","New York State","2011-2013","AgeGroup","0-4","Total",,,,17764,151.40,50.468,16.208
"Hospitalizations","New York State","2011-2013","AgeGroup","15-19","Gender","F",,,1726,27.00,8.998,1.575
"Hospitalizations","New York State","2011-2013","AgeGroup","15-19","Gender","M",,,1212,18.21,6.071,1.106
"Hospitalizations","New York State","2011-2013","AgeGroup","15-19","Total",,,,2938,22.52,7.505,2.681
"Hospitalizations","New York State","2011-2013","AgeGroup","20-24","Gender","F",,,1778,25.08,8.361,1.622
"Hospitalizations","New York State","2011-2013","AgeGroup","20-24","Gender","M",,,948,13.07,4.358,0.865
"Hospitalizations","New York State","2011-2013","AgeGroup","20-24","Total",,,,2726,19.01,6.337,2.487
"Hospitalizations","New York State","2011-2013","AgeGroup","25-64","Gender","F",,,32812,60.59,20.196,29.938
"Hospitalizations","New York State","2011-2013","AgeGroup","25-64","Gender","M",,,14742,28.70,9.566,13.451
"Hospitalizations","New York State","2011-2013","AgeGroup","25-64","Total",,,,47554,45.06,15.021,43.389
"Hospitalizations","New York State","2011-2013","AgeGroup","5-14","Gender","F",,,6097,53.31,17.770,5.563
"Hospitalizations","New York State","2011-2013","AgeGroup","5-14","Gender","M",,,8373,70.04,23.347,7.640
"Hospitalizations","New York State","2011-2013","AgeGroup","5-14","Total",,,,14470,61.86,20.620,13.203
"Hospitalizations","New York State","2011-2013","AgeGroup","65+","Gender","F",,,17660,110.11,36.702,16.113
"Hospitalizations","New York State","2011-2013","AgeGroup","65+","Gender","M",,,6791,58.66,19.555,6.196
"Hospitalizations","New York State","2011-2013","AgeGroup","65+","Total",,,,24451,88.54,29.514,22.309
"Hospitalizations","New York State","2011-2013","Month",1,"Total",,5.13,20.170,10368,5.30,20.817,111.484
"Hospitalizations","New York State","2011-2013","Month",10,"Total",,5.58,21.919,10732,5.49,21.547,115.398
"Hospitalizations","New York State","2011-2013","Month",11,"Total",,5.06,20.542,9696,4.96,20.116,107.733
"Hospitalizations","New York State","2011-2013","Month",12,"Total",,5.42,21.291,10650,5.44,21.383,114.516
"Hospitalizations","New York State","2011-2013","Month",2,"Total",,4.49,19.293,8940,4.57,19.639,105.176
"Hospitalizations","New York State","2011-2013","Month",3,"Total",,5.28,20.741,10391,5.31,20.863,111.731
"Hospitalizations","New York State","2011-2013","Month",4,"Total",,4.97,20.168,9826,5.02,20.386,109.178
"Hospitalizations","New York State","2011-2013","Month",5,"Total",,5.36,21.072,10454,5.34,20.989,112.409
"Hospitalizations","New York State","2011-2013","Month",6,"Total",,3.50,14.192,7012,3.58,14.548,77.911
"Hospitalizations","New York State","2011-2013","Month",7,"Total",,2.93,11.500,5956,3.04,11.958,64.043
"Hospitalizations","New York State","2011-2013","Month",8,"Total",,3.12,12.257,6287,3.21,12.623,67.602
"Hospitalizations","New York State","2011-2013","Month",9,"Total",,5.04,20.461,9591,4.90,19.898,106.567
"Hospitalizations","New York State","2011-2013","Total",,"Total",,55.88,18.627,109903,56.17,18.724,100.276
"Hospitalizations","New York State",2012,"AgeGroup","0-4","Total",,,,6063,51.67,51.673,16.566
"Hospitalizations","New York State",2012,"AgeGroup","15-19","Total",,,,999,7.65,7.653,2.730
"Hospitalizations","New York State",2012,"AgeGroup","20-24","Total",,,,943,6.56,6.562,2.577
"Hospitalizations","New York State",2012,"AgeGroup","25-64","Total",,,,16370,15.52,15.516,44.727
"Hospitalizations","New York State",2012,"AgeGroup","5-14","Total",,,,5013,21.43,21.430,13.697
"Hospitalizations","New York State",2012,"AgeGroup","65+","Total",,,,8071,29.16,29.162,22.052
"Hospitalizations","New York State",2012,"Month",1,"Total",,1.56,18.379,3130,1.60,18.880,100.968
"Hospitalizations","New York State",2012,"Month",10,"Total",,2.12,24.972,4041,2.06,24.375,130.355
"Hospitalizations","New York State",2012,"Month",11,"Total",,1.62,19.815,3137,1.60,19.553,104.567
"Hospitalizations","New York State",2012,"Month",12,"Total",,2.00,23.651,3949,2.02,23.820,127.387
"Hospitalizations","New York State",2012,"Month",2,"Total",,1.42,17.958,2833,1.45,18.267,97.690
"Hospitalizations","New York State",2012,"Month",3,"Total",,1.75,20.662,3436,1.76,20.726,110.839
"Hospitalizations","New York State",2012,"Month",4,"Total",,1.72,20.986,3387,1.73,21.112,112.900
"Hospitalizations","New York State",2012,"Month",5,"Total",,1.66,19.573,3252,1.66,19.616,104.903
"Hospitalizations","New York State",2012,"Month",6,"Total",,1.15,14.001,2304,1.18,14.361,76.800
"Hospitalizations","New York State",2012,"Month",7,"Total",,1.01,11.880,2046,1.05,12.342,66.000
"Hospitalizations","New York State",2012,"Month",8,"Total",,1.20,14.115,2383,1.22,14.374,76.871
"Hospitalizations","New York State",2012,"Month",9,"Total",,1.88,22.979,3561,1.82,22.196,118.700
"Hospitalizations","New York State",2012,"Total",,"Total",,19.08,19.083,37459,19.14,19.138,102.347
"Hospitalizations","New York State","2012-2014","AgeGroup","0-4","Gender","F",,,6183,107.59,35.865,5.641
"Hospitalizations","New York State","2012-2014","AgeGroup","0-4","Gender","M",,,11220,186.46,62.154,10.237
"Hospitalizations","New York State","2012-2014","AgeGroup","0-4","Total",,,,17403,147.94,49.312,15.879
"Hospitalizations","New York State","2012-2014","AgeGroup","15-19","Gender","F",,,1763,28.11,9.369,1.609
"Hospitalizations","New York State","2012-2014","AgeGroup","15-19","Gender","M",,,1144,17.58,5.859,1.044
"Hospitalizations","New York State","2012-2014","AgeGroup","15-19","Total",,,,2907,22.75,7.582,2.652
"Hospitalizations","New York State","2012-2014","AgeGroup","20-24","Gender","F",,,1713,24.21,8.071,1.563
"Hospitalizations","New York State","2012-2014","AgeGroup","20-24","Gender","M",,,902,12.47,4.156,0.823
"Hospitalizations","New York State","2012-2014","AgeGroup","20-24","Total",,,,2615,18.27,6.092,2.386
"Hospitalizations","New York State","2012-2014","AgeGroup","25-64","Gender","F",,,30870,57.00,19.000,28.166
"Hospitalizations","New York State","2012-2014","AgeGroup","25-64","Gender","M",,,14262,27.71,9.235,13.013
"Hospitalizations","New York State","2012-2014","AgeGroup","25-64","Total",,,,45132,42.73,14.242,41.179
"Hospitalizations","New York State","2012-2014","AgeGroup","5-14","Gender","F",,,6364,56.06,18.685,5.807
"Hospitalizations","New York State","2012-2014","AgeGroup","5-14","Gender","M",,,8813,74.27,24.755,8.041
"Hospitalizations","New York State","2012-2014","AgeGroup","5-14","Total",,,,15177,65.36,21.787,13.848
"Hospitalizations","New York State","2012-2014","AgeGroup","65+","Gender","F",,,16684,101.37,33.788,15.223
"Hospitalizations","New York State","2012-2014","AgeGroup","65+","Gender","M",,,6474,53.97,17.991,5.907
"Hospitalizations","New York State","2012-2014","AgeGroup","65+","Total",,,,23158,81.39,27.129,21.130
"Hospitalizations","New York State","2012-2014","Month",1,"Total",,4.89,19.195,9920,5.06,19.866,106.667
"Hospitalizations","New York State","2012-2014","Month",10,"Total",,5.47,21.499,10481,5.34,20.989,112.699
"Hospitalizations","New York State","2012-2014","Month",11,"Total",,4.63,18.803,8909,4.54,18.436,98.989
"Hospitalizations","New York State","2012-2014","Month",12,"Total",,5.22,20.522,10344,5.27,20.715,111.226
"Hospitalizations","New York State","2012-2014","Month",2,"Total",,4.03,17.302,8071,4.11,17.684,94.953
"Hospitalizations","New York State","2012-2014","Month",3,"Total",,5.02,19.739,9918,5.06,19.862,106.645
"Hospitalizations","New York State","2012-2014","Month",4,"Total",,4.75,19.278,9438,4.81,19.530,104.867
"Hospitalizations","New York State","2012-2014","Month",5,"Total",,4.99,19.607,9736,4.96,19.497,104.688
"Hospitalizations","New York State","2012-2014","Month",6,"Total",,3.38,13.712,6781,3.46,14.032,75.344
"Hospitalizations","New York State","2012-2014","Month",7,"Total",,2.78,10.925,5703,2.91,11.421,61.323
"Hospitalizations","New York State","2012-2014","Month",8,"Total",,3.15,12.372,6334,3.23,12.684,68.108
"Hospitalizations","New York State","2012-2014","Month",9,"Total",,5.76,23.400,10757,5.48,22.260,119.522
"Hospitalizations","New York State","2012-2014","Total",,"Total",,54.08,18.026,106392,54.24,18.079,97.073
"Hospitalizations","New York State",2013,"AgeGroup","0-4","Total",,,,5620,47.79,47.788,15.397
"Hospitalizations","New York State",2013,"AgeGroup","15-19","Total",,,,974,7.62,7.623,2.668
"Hospitalizations","New York State",2013,"AgeGroup","20-24","Total",,,,839,5.85,5.854,2.299
"Hospitalizations","New York State",2013,"AgeGroup","25-64","Total",,,,14550,13.77,13.768,39.863
"Hospitalizations","New York State",2013,"AgeGroup","5-14","Total",,,,4794,20.62,20.623,13.134
"Hospitalizations","New York State",2013,"AgeGroup","65+","Total",,,,7842,27.56,27.565,21.485
"Hospitalizations","New York State",2013,"Month",1,"Total",,1.78,20.904,3620,1.84,21.719,116.774
"Hospitalizations","New York State",2013,"Month",10,"Total",,1.64,19.314,3170,1.62,19.019,102.258
"Hospitalizations","New York State",2013,"Month",11,"Total",,1.52,18.518,2908,1.48,18.029,96.933
"Hospitalizations","New York State",2013,"Month",12,"Total",,1.60,18.889,3180,1.62,19.079,102.581
"Hospitalizations","New York State",2013,"Month",2,"Total",,1.37,17.831,2742,1.40,18.214,97.929
"Hospitalizations","New York State",2013,"Month",3,"Total",,1.61,18.916,3184,1.62,19.103,102.710
"Hospitalizations","New York State",2013,"Month",4,"Total",,1.61,19.575,3188,1.62,19.765,106.267
"Hospitalizations","New York State",2013,"Month",5,"Total",,1.76,20.671,3418,1.74,20.507,110.258
"Hospitalizations","New York State",2013,"Month",6,"Total",,1.15,14.009,2286,1.16,14.173,76.200
"Hospitalizations","New York State",2013,"Month",7,"Total",,0.94,11.085,1920,0.98,11.520,61.935
"Hospitalizations","New York State",2013,"Month",8,"Total",,0.93,10.995,1914,0.98,11.484,61.742
"Hospitalizations","New York State",2013,"Month",9,"Total",,1.63,19.869,3089,1.57,19.151,102.967
"Hospitalizations","New York State",2013,"Total",,"Total",,17.54,17.541,34619,17.64,17.641,94.847
"Hospitalizations","New York State","2013-2015","AgeGroup","0-4","Gender","F",,,5951,103.37,34.457,5.435
"Hospitalizations","New York State","2013-2015","AgeGroup","0-4","Gender","M",,,10554,175.11,58.371,9.638
"Hospitalizations","New York State","2013-2015","AgeGroup","0-4","Total",,,,16505,140.06,46.688,15.073
"Hospitalizations","New York State","2013-2015","AgeGroup","15-19","Gender","F",,,1659,26.93,8.976,1.515
"Hospitalizations","New York State","2013-2015","AgeGroup","15-19","Gender","M",,,1097,17.19,5.730,1.002
"Hospitalizations","New York State","2013-2015","AgeGroup","15-19","Total",,,,2756,21.97,7.325,2.517
"Hospitalizations","New York State","2013-2015","AgeGroup","20-24","Gender","F",,,1528,21.80,7.265,1.395
"Hospitalizations","New York State","2013-2015","AgeGroup","20-24","Gender","M",,,827,11.58,3.859,0.755
"Hospitalizations","New York State","2013-2015","AgeGroup","20-24","Total",,,,2355,16.64,5.546,2.151
"Hospitalizations","New York State","2013-2015","AgeGroup","25-64","Gender","F",,,27769,51.30,17.099,25.360
"Hospitalizations","New York State","2013-2015","AgeGroup","25-64","Gender","M",,,12797,24.82,8.272,11.687
"Hospitalizations","New York State","2013-2015","AgeGroup","25-64","Total",,,,40566,38.38,12.793,37.047
